cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp,total clinton,total trump
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,11/12/15,11/15/15,Marquette University,A,803,rv,0,48,38,,,47.96637,38.57048,,,,https://law.marquette.edu/poll/wp-content/uploads/2015/11/MLSP31ToplinesFinal.pdf,35397,47341,12/7/15,11/8/16 9:14,385.1699511,309.7209544
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/10/15,11/16/15,Morning Consult,,641,rv,7.03E-07,41,40,,,41.99112,41.59575,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_IA_FINAL.pdf,35392,47309,12/7/15,11/8/16 9:35,269.1630792,266.6287575
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/10/15,11/16/15,Morning Consult,,628,rv,4.41E-07,41,44,,,41.86101,45.47715,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NV_FINAL.pdf,35395,47327,12/7/15,11/8/16 9:35,262.8871428,285.596502
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,11/10/15,11/16/15,Morning Consult,,627,rv,4.41E-07,41,44,,,42.36078,45.99951,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_SC_FINAL.pdf,35394,47321,12/7/15,11/8/16 9:35,265.6020906,288.4169277
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/6/15,11/16/15,Morning Consult,,530,rv,3.64E-07,45,38,,,45.63944,39.12478,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NH_FINAL.pdf,35393,47315,12/7/15,11/8/16 9:35,241.889032,207.361334
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/15/15,11/16/15,Florida Atlantic University,C+,829,rv,3.09E-08,41,49,,,42.04554,49.53046,,,,http://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/index.aspx#.VkyddlVJZhE,35385,47273,11/19/15,11/8/16 9:35,348.5575266,410.6075134
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/13/15,11/16/15,Morning Consult,,2001,rv,9.84E-11,44,43,,,45.14983,44.84425,,,,http://morningconsult.com/wp-content/uploads/2015/11/MC-Tracking-Poll-Toplines-November-13-16-2015.pdf,35379,47244,11/17/15,11/8/16 9:35,903.4480983,897.3334425
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/10/15,11/16/15,Morning Consult,,641,rv,7.03E-07,41,40,,,41.98874,41.5293,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_IA_FINAL.pdf,35392,47309,12/7/15,11/8/16 9:24,269.1478234,266.202813
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/10/15,11/16/15,Morning Consult,,628,rv,4.41E-07,41,44,,,41.84883,45.3988,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NV_FINAL.pdf,35395,47327,12/7/15,11/8/16 9:24,262.8106524,285.104464
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,11/10/15,11/16/15,Morning Consult,,627,rv,4.41E-07,41,44,,,42.35411,45.92257,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_SC_FINAL.pdf,35394,47321,12/7/15,11/8/16 9:24,265.5602697,287.9345139
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/6/15,11/16/15,Morning Consult,,530,rv,3.64E-07,45,38,,,45.6232,39.0458,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NH_FINAL.pdf,35393,47315,12/7/15,11/8/16 9:24,241.80296,206.94274
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/15/15,11/16/15,Florida Atlantic University,C+,829,rv,3.09E-08,41,49,,,42.1629,49.2368,,,,http://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/index.aspx#.VkyddlVJZhE,35385,47273,11/19/15,11/8/16 9:24,349.530441,408.173072
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/13/15,11/16/15,Morning Consult,,2001,rv,9.84E-11,44,43,,,45.14867,44.77939,,,,http://morningconsult.com/wp-content/uploads/2015/11/MC-Tracking-Poll-Toplines-November-13-16-2015.pdf,35379,47244,11/17/15,11/8/16 9:24,903.4248867,896.0355939
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,11/10/15,11/16/15,Morning Consult,,641,rv,7.03E-07,41,40,,,42.0062,41.55467,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_IA_FINAL.pdf,35392,47309,12/7/15,11/8/16 9:14,269.259742,266.3654347
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,11/10/15,11/16/15,Morning Consult,,628,rv,4.41E-07,41,44,,,41.87007,45.42796,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NV_FINAL.pdf,35395,47327,12/7/15,11/8/16 9:14,262.9440396,285.2875888
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,11/10/15,11/16/15,Morning Consult,,627,rv,4.41E-07,41,44,,,42.37846,45.95483,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_SC_FINAL.pdf,35394,47321,12/7/15,11/8/16 9:14,265.7129442,288.1367841
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/6/15,11/16/15,Morning Consult,,530,rv,3.64E-07,45,38,,,45.64184,39.07234,,,,http://morningconsult.com/wp-content/uploads/2015/11/151101_topline_NH_FINAL.pdf,35393,47315,12/7/15,11/8/16 9:14,241.901752,207.083402
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/15/15,11/16/15,Florida Atlantic University,C+,829,rv,3.09E-08,41,49,,,42.56046,48.97959,,,,http://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/index.aspx#.VkyddlVJZhE,35385,47273,11/19/15,11/8/16 9:14,352.8262134,406.0408011
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/13/15,11/16/15,Morning Consult,,2001,rv,9.84E-11,44,43,,,45.16653,44.80516,,,,http://morningconsult.com/wp-content/uploads/2015/11/MC-Tracking-Poll-Toplines-November-13-16-2015.pdf,35379,47244,11/17/15,11/8/16 9:14,903.7822653,896.5512516
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/15/15,11/17/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,804,rv,8.55E-07,47,40,,,47.35382,40.01425,,,,http://www.foxnews.com/politics/interactive/2015/11/18/fox-news-poll-trump-sanders-lead-respective-primaries-in-new-hampshire/,35384,47280,11/19/15,11/8/16 9:35,380.7247128,321.71457
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/17/15,Public Policy Polling,B+,1360,v,2.56E-08,45,44,,,43.56539,42.8919,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,35383,47402,12/7/15,11/8/16 9:35,592.489304,583.32984
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/15/15,11/17/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,804,rv,8.55E-07,47,40,,,47.41697,39.83609,,,,http://www.foxnews.com/politics/interactive/2015/11/18/fox-news-poll-trump-sanders-lead-respective-primaries-in-new-hampshire/,35384,47280,11/19/15,11/8/16 9:24,381.2324388,320.2821636
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/17/15,Public Policy Polling,B+,1360,v,2.56E-08,45,44,,,43.6306,42.89762,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,35383,47402,12/7/15,11/8/16 9:24,593.37616,583.407632
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/15/15,11/17/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,804,rv,8.55E-07,47,40,,,47.42223,39.83822,,,,http://www.foxnews.com/politics/interactive/2015/11/18/fox-news-poll-trump-sanders-lead-respective-primaries-in-new-hampshire/,35384,47280,11/19/15,11/8/16 9:14,381.2747292,320.2992888
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/17/15,Public Policy Polling,B+,1360,v,2.56E-08,45,44,,,43.62397,42.86792,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,35383,47402,12/7/15,11/8/16 9:14,593.285992,583.003712
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/19/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1016,rv,2.06E-08,41,46,,,41.88013,46.63129,,,,http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,35400,47355,12/7/15,11/8/16 9:35,425.5021208,473.7739064
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/19/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1016,rv,2.06E-08,41,46,,,41.96038,46.46556,,,,http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,35400,47355,12/7/15,11/8/16 9:24,426.3174608,472.0900896
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/16/15,11/19/15,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1016,rv,2.06E-08,41,46,,,41.96482,46.46688,,,,http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,35400,47355,12/7/15,11/8/16 9:14,426.3625712,472.1035008
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Montana,11/16/15,11/23/15,Montana State University Billings,B+,435,a,4.39E-07,30,51.4,,,29.38901,50.58619,,,,http://www.msubillings.edu/urelations/releases/2015/POLL_2015.pdf,35823,66394,6/8/16,11/8/16 9:35,127.8421935,220.0499265
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Montana,11/16/15,11/23/15,Montana State University Billings,B+,435,a,4.39E-07,30,51.4,,,29.27648,49.76969,,,,http://www.msubillings.edu/urelations/releases/2015/POLL_2015.pdf,35823,66394,6/8/16,11/8/16 9:24,127.352688,216.4981515
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Montana,11/16/15,11/23/15,Montana State University Billings,B+,435,a,4.39E-07,30,51.4,,,29.19415,49.73265,,,,http://www.msubillings.edu/urelations/releases/2015/POLL_2015.pdf,35823,66394,6/8/16,11/8/16 9:14,126.9945525,216.3370275
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/23/15,11/30/15,Quinnipiac University,A-,1473,rv,4.70E-08,47,41,,,47.27716,40.87492,,,,http://www.quinnipiac.edu/images/polling/us/us12022015_U45hkpp.pdf,35403,47364,12/7/15,11/8/16 9:35,696.3925668,602.0875716
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/23/15,11/30/15,Quinnipiac University,A-,1473,rv,4.70E-08,47,41,,,47.24616,40.812,,,,http://www.quinnipiac.edu/images/polling/us/us12022015_U45hkpp.pdf,35403,47364,12/7/15,11/8/16 9:24,695.9359368,601.16076
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/23/15,11/30/15,Quinnipiac University,A-,1473,rv,4.70E-08,47,41,,,47.27088,40.88484,,,,http://www.quinnipiac.edu/images/polling/us/us12022015_U45hkpp.pdf,35403,47364,12/7/15,11/8/16 9:14,696.3000624,602.2336932
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/27/15,12/1/15,CNN/Opinion Research Corp.,A-,930,rv,4.80E-08,49,46,,,47.97804,44.56551,,,,http://www.cnn.com/2015/12/04/politics/hillary-clinton-republicans-head-to-head-poll/index.html,35405,47374,12/7/15,11/8/16 9:35,446.195772,414.459243
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/27/15,12/1/15,CNN/Opinion Research Corp.,A-,930,rv,4.80E-08,49,46,,,47.88809,44.4804,,,,http://www.cnn.com/2015/12/04/politics/hillary-clinton-republicans-head-to-head-poll/index.html,35405,47374,12/7/15,11/8/16 9:24,445.359237,413.66772
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/27/15,12/1/15,CNN/Opinion Research Corp.,A-,930,rv,4.80E-08,49,46,,,48.05633,44.41399,,,,http://www.cnn.com/2015/12/04/politics/hillary-clinton-republicans-head-to-head-poll/index.html,35405,47374,12/7/15,11/8/16 9:14,446.923869,413.050107
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/15/15,12/2/15,Marist College,A,2360,rv,5.58E-07,52,41,,,50.48969,42.09936,,,,http://www.nbcnews.com/meet-the-press/clinton-leads-2016-match-ups-carson-rubio-run-closest-n474591,35415,47408,12/7/15,11/8/16 9:35,1191.556684,993.544896
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/30/15,12/2/15,Public Policy Polling,B+,990,v,0,47,41,,,44.98571,39.82803,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NH_120715.pdf,35408,47490,12/10/15,11/8/16 9:35,445.358529,394.297497
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/15/15,12/2/15,Marist College,A,2360,rv,5.58E-07,52,41,,,50.3533,42.0128,,,,http://www.nbcnews.com/meet-the-press/clinton-leads-2016-match-ups-carson-rubio-run-closest-n474591,35415,47408,12/7/15,11/8/16 9:24,1188.33788,991.50208
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/30/15,12/2/15,Public Policy Polling,B+,990,v,0,47,41,,,45.02324,39.82874,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NH_120715.pdf,35408,47490,12/10/15,11/8/16 9:24,445.730076,394.304526
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/15/15,12/2/15,Marist College,A,2360,rv,5.58E-07,52,41,,,50.37307,42.02625,,,,http://www.nbcnews.com/meet-the-press/clinton-leads-2016-match-ups-carson-rubio-run-closest-n474591,35415,47408,12/7/15,11/8/16 9:14,1188.804452,991.8195
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,11/30/15,12/2/15,Public Policy Polling,B+,990,v,0,47,41,,,45.01767,39.80009,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NH_120715.pdf,35408,47490,12/10/15,11/8/16 9:14,445.674933,394.020891
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/29/15,12/3/15,Saint Leo University,C+,746,lv,3.77E-08,51,37,,,48.11673,38.24481,,,,http://polls.saintleo.edu/trump-gains-while-carson-declines-in-new-saint-leo-university-national-political-poll/,35421,47460,12/10/15,11/8/16 9:35,358.9508058,285.3062826
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/29/15,12/3/15,Saint Leo University,C+,404,lv,2.16E-08,49,41,,,46.78602,42.91054,,,,http://polls.saintleo.edu/florida-mirrors-nation-in-persistent-affinity-for-trump-or-clinton-plus-growing-concern-for-security/?utm_source=hootsuite,35434,47614,12/21/15,11/8/16 9:35,189.0155208,173.3585816
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/29/15,12/3/15,Saint Leo University,C+,746,lv,3.77E-08,51,37,,,48.08648,38.39863,,,,http://polls.saintleo.edu/trump-gains-while-carson-declines-in-new-saint-leo-university-national-political-poll/,35421,47460,12/10/15,11/8/16 9:24,358.7251408,286.4537798
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/29/15,12/3/15,Saint Leo University,C+,404,lv,2.16E-08,49,41,,,46.76328,43.07137,,,,http://polls.saintleo.edu/florida-mirrors-nation-in-persistent-affinity-for-trump-or-clinton-plus-growing-concern-for-security/?utm_source=hootsuite,35434,47614,12/21/15,11/8/16 9:24,188.9236512,174.0083348
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,11/29/15,12/3/15,Saint Leo University,C+,746,lv,3.77E-08,51,37,,,48.22009,38.5372,,,,http://polls.saintleo.edu/trump-gains-while-carson-declines-in-new-saint-leo-university-national-political-poll/,35421,47460,12/10/15,11/8/16 9:14,359.7218714,287.487512
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Florida,11/29/15,12/3/15,Saint Leo University,C+,404,lv,2.16E-08,49,41,,,46.8931,43.20615,,,,http://polls.saintleo.edu/florida-mirrors-nation-in-persistent-affinity-for-trump-or-clinton-plus-growing-concern-for-security/?utm_source=hootsuite,35434,47614,12/21/15,11/8/16 9:14,189.448124,174.552846
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/2/15,12/6/15,Suffolk University,B+,1000,lv,1.04E-07,47.5,44,,,45.99358,43.09443,,,*,http://www.usatoday.com/story/news/politics/elections/2015/12/08/poll-trump-cruz-rubio-clinton-sanders/76948760/,35426,47484,12/10/15,11/8/16 9:35,459.9358,430.9443
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/2/15,12/6/15,Suffolk University,B+,1000,lv,1.04E-07,47.5,44,,,46.12641,43.19899,,,*,http://www.usatoday.com/story/news/politics/elections/2015/12/08/poll-trump-cruz-rubio-clinton-sanders/76948760/,35426,47484,12/10/15,11/8/16 9:24,461.2641,431.9899
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/2/15,12/6/15,Suffolk University,B+,1000,lv,1.04E-07,47.5,44,,,46.03207,43.14486,,,*,http://www.usatoday.com/story/news/politics/elections/2015/12/08/poll-trump-cruz-rubio-clinton-sanders/76948760/,35426,47484,12/10/15,11/8/16 9:14,460.3207,431.4486
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/3/15,12/7/15,Morning Consult,,2047,rv,2.51E-10,40,45,,,41.09036,47.41972,,,,http://morningconsult.com/wp-content/uploads/2015/12/151201_topline_trend_v3.pdf,35420,47450,12/10/15,11/8/16 9:35,841.1196692,970.6816684
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,12/5/15,12/7/15,Public Policy Polling,B+,1214,v,0,43,47,,,41.61857,46.49556,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_120815.pdf,35423,47479,12/10/15,11/8/16 9:35,505.2494398,564.4560984
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/3/15,12/7/15,Morning Consult,,2047,rv,2.51E-10,40,45,,,41.07867,47.36196,,,,http://morningconsult.com/wp-content/uploads/2015/12/151201_topline_trend_v3.pdf,35420,47450,12/10/15,11/8/16 9:24,840.8803749,969.4993212
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,12/5/15,12/7/15,Public Policy Polling,B+,1214,v,0,43,47,,,41.68352,46.51249,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_120815.pdf,35423,47479,12/10/15,11/8/16 9:24,506.0379328,564.6616286
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/3/15,12/7/15,Morning Consult,,2047,rv,2.51E-10,40,45,,,41.09679,47.38798,,,,http://morningconsult.com/wp-content/uploads/2015/12/151201_topline_trend_v3.pdf,35420,47450,12/10/15,11/8/16 9:14,841.2512913,970.0319506
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,12/5/15,12/7/15,Public Policy Polling,B+,1214,v,0,43,47,,,41.67467,46.48057,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_120815.pdf,35423,47479,12/10/15,11/8/16 9:14,505.9304938,564.2741198
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/7/15,12/8/15,Gravis Marketing,B-,1995,rv,1.69E-09,51,49,,,49.32529,47.48281,,,,http://www.oann.com/pollresults/,35432,47515,12/21/15,11/8/16 9:35,984.0395355,947.2820595
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/7/15,12/8/15,Gravis Marketing,B-,1995,rv,1.69E-09,51,49,,,49.44622,47.59134,,,,http://www.oann.com/pollresults/,35432,47515,12/21/15,11/8/16 9:24,986.452089,949.447233
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/7/15,12/8/15,Gravis Marketing,B-,1995,rv,1.69E-09,51,49,,,49.34212,47.48674,,,,http://www.oann.com/pollresults/,35432,47515,12/21/15,11/8/16 9:14,984.375294,947.360463
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,12/4/15,12/9/15,Strategies 360,B,504,lv,1.43E-06,42,44,,,40.57619,43.35305,,,,http://www.strategies360.com/wp-content/uploads/2015/12/15-340-AZ-Public-Poll-Toplines.pdf,35447,47556,12/21/15,11/8/16 9:35,204.5039976,218.499372
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/6/15,12/9/15,NBC News/Wall Street Journal,A-,849,rv,6.45E-08,50,40,,,49.30207,41.95749,,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15564%20NBCWSJ%20December%20Poll%20(AM%2012-14-15%20Release).pdf,35440,47535,12/21/15,11/8/16 9:35,418.5745743,356.2190901
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,12/4/15,12/9/15,Strategies 360,B,504,lv,1.43E-06,42,44,,,40.62566,43.41022,,,,http://www.strategies360.com/wp-content/uploads/2015/12/15-340-AZ-Public-Poll-Toplines.pdf,35447,47556,12/21/15,11/8/16 9:24,204.7533264,218.7875088
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/6/15,12/9/15,NBC News/Wall Street Journal,A-,849,rv,6.45E-08,50,40,,,49.46604,42.07118,,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15564%20NBCWSJ%20December%20Poll%20(AM%2012-14-15%20Release).pdf,35440,47535,12/21/15,11/8/16 9:24,419.9666796,357.1843182
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,12/4/15,12/9/15,Strategies 360,B,504,lv,1.43E-06,42,44,,,40.56655,43.35655,,,,http://www.strategies360.com/wp-content/uploads/2015/12/15-340-AZ-Public-Poll-Toplines.pdf,35447,47556,12/21/15,11/8/16 9:14,204.455412,218.517012
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,12/6/15,12/9/15,NBC News/Wall Street Journal,A-,849,rv,6.45E-08,50,40,,,49.44604,41.90967,,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15564%20NBCWSJ%20December%20Poll%20(AM%2012-14-15%20Release).pdf,35440,47535,12/21/15,11/8/16 9:14,419.7968796,355.8130983
